ID,Quote,Author,Tags
10012,Love makes the wildest spirit tame  and the tamest spirit wild.,Alexis Delp,motivational
10013,Great men undertake great things because they are great  fools  because they think them easy.,Vauvenargues,motivational
10014,We must each find our separate meaning in the persuasion of our days until we meet in the meaning of the world.,Christopher Fry,motivational
10015,Fear  desire  hope still push us on toward the future.,Michel de Montaigne,motivational
10016,It is for the superfluous things of life that men sweat.,Marcus Annaeus Seneca,motivational
10017,Urgent necessity prompts many to do things.,Miguel de Cervantes,motivational
10018,Acting was a way out at first. A way out of not knowing what to do  a way of focusing ambitions. And the ambition wasn't for fame. The ambition was to do an interesting job.,Harrison Ford,motivational
10019,To hear how special and wonderful we are is endlessly enthralling.,Gail Sheehy,motivational
10020,"If each of us were to confess his most secret desire  the one that inspires all his plans  all his actions  he would say: ""I want to be praised.""",E. M. Cioran,motivational
10021,Some people change their ways when they see the light  others when they feel the heat.,Caroline Schoeder,motivational
10022,No leader can be too far ahead of his followers.,Eleanor Roosevelt,motivational
10023,As long as I have a want  I have a reason for living. Satisfaction is death.,George Bernard Shaw,motivational
10024,Where the willingness is great  the difficulties cannot be great.,Niccolo Machiavelli,motivational
10025,We can do whatever we wish to do provided our wish is strong enough. What do you want most to do? That's what I have to keep asking myself  in the face of difficulties.,Katherine Mansfield,motivational
10026,Love makes the wildest spirit tame  and the tamest spirit wild.,Alexis Delp,motivational
10027,Great men undertake great things because they are great  fools  because they think them easy.,Vauvenargues,motivational
10028,We must each find our separate meaning in the persuasion of our days until we meet in the meaning of the world.,Christopher Fry,motivational
10029,Fear  desire  hope still push us on toward the future.,Michel de Montaigne,motivational
10030,It is for the superfluous things of life that men sweat.,Marcus Annaeus Seneca,motivational
10031,Urgent necessity prompts many to do things.,Miguel de Cervantes,motivational
10032,Acting was a way out at first. A way out of not knowing what to do  a way of focusing ambitions. And the ambition wasn't for fame. The ambition was to do an interesting job.,Harrison Ford,motivational
10033,To hear how special and wonderful we are is endlessly enthralling.,Gail Sheehy,motivational
10034,"If each of us were to confess his most secret desire  the one that inspires all his plans  all his actions  he would say: ""I want to be praised.""",E. M. Cioran,motivational
10035,Some people change their ways when they see the light  others when they feel the heat.,Caroline Schoeder,motivational
10036,No leader can be too far ahead of his followers.,Eleanor Roosevelt,motivational
10037,As long as I have a want  I have a reason for living. Satisfaction is death.,George Bernard Shaw,motivational
10038,Where the willingness is great  the difficulties cannot be great.,Niccolo Machiavelli,motivational
10039,We can do whatever we wish to do provided our wish is strong enough. What do you want most to do? That's what I have to keep asking myself  in the face of difficulties.,Katherine Mansfield,motivational
10040,Love makes the wildest spirit tame  and the tamest spirit wild.,Alexis Delp,motivational
10041,Great men undertake great things because they are great  fools  because they think them easy.,Vauvenargues,motivational
10042,We must each find our separate meaning in the persuasion of our days until we meet in the meaning of the world.,Christopher Fry,motivational
10043,Fear  desire  hope still push us on toward the future.,Michel de Montaigne,motivational
10044,It is for the superfluous things of life that men sweat.,Marcus Annaeus Seneca,motivational
10045,Urgent necessity prompts many to do things.,Miguel de Cervantes,motivational
10046,Acting was a way out at first. A way out of not knowing what to do  a way of focusing ambitions. And the ambition wasn't for fame. The ambition was to do an interesting job.,Harrison Ford,motivational
10047,To hear how special and wonderful we are is endlessly enthralling.,Gail Sheehy,motivational
10048,"If each of us were to confess his most secret desire  the one that inspires all his plans  all his actions  he would say: ""I want to be praised.""",E. M. Cioran,motivational
10049,Some people change their ways when they see the light  others when they feel the heat.,Caroline Schoeder,motivational
10050,No leader can be too far ahead of his followers.,Eleanor Roosevelt,motivational
10051,As long as I have a want  I have a reason for living. Satisfaction is death.,George Bernard Shaw,motivational
10052,Where the willingness is great  the difficulties cannot be great.,Niccolo Machiavelli,motivational
10053,We can do whatever we wish to do provided our wish is strong enough. What do you want most to do? That's what I have to keep asking myself  in the face of difficulties.,Katherine Mansfield,motivational
10054,Love makes the wildest spirit tame  and the tamest spirit wild.,Alexis Delp,motivational
10055,Great men undertake great things because they are great  fools  because they think them easy.,Vauvenargues,motivational
10056,We must each find our separate meaning in the persuasion of our days until we meet in the meaning of the world.,Christopher Fry,motivational
10057,Fear  desire  hope still push us on toward the future.,Michel de Montaigne,motivational
10058,It is for the superfluous things of life that men sweat.,Marcus Annaeus Seneca,motivational
10059,Urgent necessity prompts many to do things.,Miguel de Cervantes,motivational
10060,Acting was a way out at first. A way out of not knowing what to do  a way of focusing ambitions. And the ambition wasn't for fame. The ambition was to do an interesting job.,Harrison Ford,motivational
10061,To hear how special and wonderful we are is endlessly enthralling.,Gail Sheehy,motivational
10062,"If each of us were to confess his most secret desire  the one that inspires all his plans  all his actions  he would say: ""I want to be praised.""",E. M. Cioran,motivational
10063,Some people change their ways when they see the light  others when they feel the heat.,Caroline Schoeder,motivational
10064,No leader can be too far ahead of his followers.,Eleanor Roosevelt,motivational
10065,As long as I have a want  I have a reason for living. Satisfaction is death.,George Bernard Shaw,motivational
10066,Where the willingness is great  the difficulties cannot be great.,Niccolo Machiavelli,motivational
10067,We can do whatever we wish to do provided our wish is strong enough. What do you want most to do? That's what I have to keep asking myself  in the face of difficulties.,Katherine Mansfield,motivational
